timestamp,localized,red,ir
1686782913346,2023-06-14T15:48:33.346(UTC-07:00),26496,44468
1686782913366,2023-06-14T15:48:33.366(UTC-07:00),26494,44465
1686782913386,2023-06-14T15:48:33.386(UTC-07:00),26498,44480
1686782913407,2023-06-14T15:48:33.407(UTC-07:00),26497,44475
1686782913427,2023-06-14T15:48:33.427(UTC-07:00),26502,44493
1686782913447,2023-06-14T15:48:33.447(UTC-07:00),26501,44488
1686782913467,2023-06-14T15:48:33.467(UTC-07:00),26507,44507
1686782913487,2023-06-14T15:48:33.487(UTC-07:00),26505,44503
1686782913507,2023-06-14T15:48:33.507(UTC-07:00),26511,44522
1686782913528,2023-06-14T15:48:33.528(UTC-07:00),26511,44517
1686782913548,2023-06-14T15:48:33.548(UTC-07:00),26512,44526
1686782913568,2023-06-14T15:48:33.568(UTC-07:00),26510,44519
1686782913588,2023-06-14T15:48:33.588(UTC-07:00),26505,44496
1686782913608,2023-06-14T15:48:33.608(UTC-07:00),26506,44491
1686782913628,2023-06-14T15:48:33.628(UTC-07:00),26496,44452
1686782913649,2023-06-14T15:48:33.649(UTC-07:00),26497,44447
1686782913669,2023-06-14T15:48:33.669(UTC-07:00),26489,44421
1686782913689,2023-06-14T15:48:33.689(UTC-07:00),26491,44416
1686782913709,2023-06-14T15:48:33.709(UTC-07:00),26490,44424
1686782913729,2023-06-14T15:48:33.729(UTC-07:00),26489,44417
1686782913749,2023-06-14T15:48:33.749(UTC-07:00),26494,44436
1686782913769,2023-06-14T15:48:33.769(UTC-07:00),26495,44433
1686782913790,2023-06-14T15:48:33.790(UTC-07:00),26500,44453
1686782913810,2023-06-14T15:48:33.810(UTC-07:00),26498,44451
1686782913830,2023-06-14T15:48:33.830(UTC-07:00),26504,44468
1686782913850,2023-06-14T15:48:33.850(UTC-07:00),26504,44462
1686782913870,2023-06-14T15:48:33.870(UTC-07:00),26510,44479
1686782913890,2023-06-14T15:48:33.890(UTC-07:00),26506,44474
1686782913911,2023-06-14T15:48:33.911(UTC-07:00),26513,44485
1686782913931,2023-06-14T15:48:33.931(UTC-07:00),26511,44482
1686782913951,2023-06-14T15:48:33.951(UTC-07:00),26510,44491
1686782913971,2023-06-14T15:48:33.971(UTC-07:00),26510,44483
1686782913991,2023-06-14T15:48:33.991(UTC-07:00),26518,44497
1686782914011,2023-06-14T15:48:34.011(UTC-07:00),26516,44497
1686782914031,2023-06-14T15:48:34.031(UTC-07:00),26521,44511
1686782914052,2023-06-14T15:48:34.052(UTC-07:00),26520,44506
1686782914072,2023-06-14T15:48:34.072(UTC-07:00),26525,44523
1686782914092,2023-06-14T15:48:34.092(UTC-07:00),26524,44520
1686782914112,2023-06-14T15:48:34.112(UTC-07:00),26531,44541
1686782914132,2023-06-14T15:48:34.132(UTC-07:00),26530,44536
1686782914152,2023-06-14T15:48:34.152(UTC-07:00),26535,44555
1686782914173,2023-06-14T15:48:34.173(UTC-07:00),26535,44553
1686782914193,2023-06-14T15:48:34.193(UTC-07:00),26534,44554
1686782914213,2023-06-14T15:48:34.213(UTC-07:00),26535,44549
1686782914233,2023-06-14T15:48:34.233(UTC-07:00),26528,44519
1686782914253,2023-06-14T15:48:34.253(UTC-07:00),26525,44512
1686782914273,2023-06-14T15:48:34.273(UTC-07:00),26519,44479
1686782914294,2023-06-14T15:48:34.294(UTC-07:00),26516,44474
1686782914316,2023-06-14T15:48:34.316(UTC-07:00),26512,44455
1686782914338,2023-06-14T15:48:34.338(UTC-07:00),26516,44450
1686782914360,2023-06-14T15:48:34.360(UTC-07:00),26513,44458
1686782914382,2023-06-14T15:48:34.382(UTC-07:00),26512,44452
1686782914404,2023-06-14T15:48:34.404(UTC-07:00),26516,44470
1686782914426,2023-06-14T15:48:34.426(UTC-07:00),26516,44464
1686782914448,2023-06-14T15:48:34.448(UTC-07:00),26519,44486
1686782914470,2023-06-14T15:48:34.470(UTC-07:00),26518,44480
1686782914492,2023-06-14T15:48:34.492(UTC-07:00),26523,44494
1686782914514,2023-06-14T15:48:34.514(UTC-07:00),26521,44491
1686782914536,2023-06-14T15:48:34.536(UTC-07:00),26522,44501
1686782914558,2023-06-14T15:48:34.558(UTC-07:00),26520,44496
1686782914580,2023-06-14T15:48:34.580(UTC-07:00),26522,44504
1686782914602,2023-06-14T15:48:34.602(UTC-07:00),26521,44497
1686782914624,2023-06-14T15:48:34.624(UTC-07:00),26522,44508
1686782914646,2023-06-14T15:48:34.646(UTC-07:00),26522,44502
1686782914668,2023-06-14T15:48:34.668(UTC-07:00),26523,44515
1686782914690,2023-06-14T15:48:34.690(UTC-07:00),26524,44512
1686782914712,2023-06-14T15:48:34.712(UTC-07:00),26527,44526
1686782914734,2023-06-14T15:48:34.734(UTC-07:00),26525,44522
1686782914756,2023-06-14T15:48:34.756(UTC-07:00),26530,44537
1686782914778,2023-06-14T15:48:34.778(UTC-07:00),26529,44532
1686782914800,2023-06-14T15:48:34.800(UTC-07:00),26533,44549
1686782914822,2023-06-14T15:48:34.822(UTC-07:00),26532,44545
1686782914844,2023-06-14T15:48:34.844(UTC-07:00),26536,44559
1686782914866,2023-06-14T15:48:34.866(UTC-07:00),26535,44555
1686782914888,2023-06-14T15:48:34.888(UTC-07:00),26532,44544
1686782914910,2023-06-14T15:48:34.910(UTC-07:00),26530,44536
1686782914932,2023-06-14T15:48:34.932(UTC-07:00),26522,44503
1686782914954,2023-06-14T15:48:34.954(UTC-07:00),26520,44499
1686782914976,2023-06-14T15:48:34.976(UTC-07:00),26513,44470
1686782914999,2023-06-14T15:48:34.999(UTC-07:00),26511,44463
1686782915017,2023-06-14T15:48:35.017(UTC-07:00),26505,44457
1686782915036,2023-06-14T15:48:35.036(UTC-07:00),26510,44453
1686782915055,2023-06-14T15:48:35.055(UTC-07:00),26511,44465
1686782915074,2023-06-14T15:48:35.074(UTC-07:00),26513,44462
1686782915092,2023-06-14T15:48:35.092(UTC-07:00),26516,44485
1686782915111,2023-06-14T15:48:35.111(UTC-07:00),26515,44481
1686782915130,2023-06-14T15:48:35.130(UTC-07:00),26519,44500
1686782915149,2023-06-14T15:48:35.149(UTC-07:00),26519,44494
1686782915167,2023-06-14T15:48:35.167(UTC-07:00),26524,44510
1686782915186,2023-06-14T15:48:35.186(UTC-07:00),26520,44505
1686782915205,2023-06-14T15:48:35.205(UTC-07:00),26524,44512
1686782915224,2023-06-14T15:48:35.224(UTC-07:00),26523,44507
1686782915242,2023-06-14T15:48:35.242(UTC-07:00),26528,44517
1686782915261,2023-06-14T15:48:35.261(UTC-07:00),26527,44513
1686782915280,2023-06-14T15:48:35.280(UTC-07:00),26527,44521
1686782915299,2023-06-14T15:48:35.299(UTC-07:00),26527,44516
1686782915317,2023-06-14T15:48:35.317(UTC-07:00),26530,44531
1686782915336,2023-06-14T15:48:35.336(UTC-07:00),26530,44528
1686782915355,2023-06-14T15:48:35.355(UTC-07:00),26534,44543
1686782915374,2023-06-14T15:48:35.374(UTC-07:00),26534,44541
1686782915392,2023-06-14T15:48:35.392(UTC-07:00),26536,44553
1686782915411,2023-06-14T15:48:35.411(UTC-07:00),26537,44552
1686782915430,2023-06-14T15:48:35.430(UTC-07:00),26541,44566
1686782915449,2023-06-14T15:48:35.449(UTC-07:00),26539,44562
1686782915467,2023-06-14T15:48:35.467(UTC-07:00),26539,44558
1686782915486,2023-06-14T15:48:35.486(UTC-07:00),26536,44552
1686782915505,2023-06-14T15:48:35.505(UTC-07:00),26529,44520
1686782915524,2023-06-14T15:48:35.524(UTC-07:00),26528,44516
1686782915542,2023-06-14T15:48:35.542(UTC-07:00),26520,44480
1686782915561,2023-06-14T15:48:35.561(UTC-07:00),26519,44476
1686782915580,2023-06-14T15:48:35.580(UTC-07:00),26514,44463
1686782915599,2023-06-14T15:48:35.599(UTC-07:00),26512,44456
1686782915618,2023-06-14T15:48:35.618(UTC-07:00),26515,44460
1686782915637,2023-06-14T15:48:35.637(UTC-07:00),26518,44457
1686782915656,2023-06-14T15:48:35.656(UTC-07:00),26518,44476
1686782915675,2023-06-14T15:48:35.675(UTC-07:00),26519,44470
1686782915695,2023-06-14T15:48:35.695(UTC-07:00),26526,44493
1686782915714,2023-06-14T15:48:35.714(UTC-07:00),26525,44488
1686782915733,2023-06-14T15:48:35.733(UTC-07:00),26529,44508
1686782915752,2023-06-14T15:48:35.752(UTC-07:00),26528,44501
1686782915771,2023-06-14T15:48:35.771(UTC-07:00),26529,44507
1686782915791,2023-06-14T15:48:35.791(UTC-07:00),26529,44506
1686782915810,2023-06-14T15:48:35.810(UTC-07:00),26532,44514
1686782915829,2023-06-14T15:48:35.829(UTC-07:00),26530,44512
1686782915848,2023-06-14T15:48:35.848(UTC-07:00),26534,44520
1686782915868,2023-06-14T15:48:35.868(UTC-07:00),26533,44514
1686782915887,2023-06-14T15:48:35.887(UTC-07:00),26536,44528
1686782915906,2023-06-14T15:48:35.906(UTC-07:00),26536,44526
1686782915925,2023-06-14T15:48:35.925(UTC-07:00),26541,44543
1686782915944,2023-06-14T15:48:35.944(UTC-07:00),26543,44537
1686782915964,2023-06-14T15:48:35.964(UTC-07:00),26547,44557
1686782915983,2023-06-14T15:48:35.983(UTC-07:00),26546,44553
1686782916002,2023-06-14T15:48:36.002(UTC-07:00),26550,44569
1686782916021,2023-06-14T15:48:36.021(UTC-07:00),26549,44566
1686782916041,2023-06-14T15:48:36.041(UTC-07:00),26548,44564
1686782916060,2023-06-14T15:48:36.060(UTC-07:00),26547,44557
1686782916079,2023-06-14T15:48:36.079(UTC-07:00),26540,44525
1686782916098,2023-06-14T15:48:36.098(UTC-07:00),26542,44521
1686782916117,2023-06-14T15:48:36.117(UTC-07:00),26527,44483
1686782916137,2023-06-14T15:48:36.137(UTC-07:00),26527,44478
1686782916156,2023-06-14T15:48:36.156(UTC-07:00),26522,44461
1686782916175,2023-06-14T15:48:36.175(UTC-07:00),26521,44455
1686782916194,2023-06-14T15:48:36.194(UTC-07:00),26521,44461
1686782916214,2023-06-14T15:48:36.214(UTC-07:00),26521,44454
1686782916234,2023-06-14T15:48:36.234(UTC-07:00),26521,44463
1686782916254,2023-06-14T15:48:36.254(UTC-07:00),26523,44457
1686782916274,2023-06-14T15:48:36.274(UTC-07:00),26527,44481
1686782916294,2023-06-14T15:48:36.294(UTC-07:00),26524,44477
1686782916314,2023-06-14T15:48:36.314(UTC-07:00),26529,44492
1686782916334,2023-06-14T15:48:36.334(UTC-07:00),26528,44489
1686782916355,2023-06-14T15:48:36.355(UTC-07:00),26529,44495
1686782916375,2023-06-14T15:48:36.375(UTC-07:00),26526,44493
1686782916395,2023-06-14T15:48:36.395(UTC-07:00),26529,44499
1686782916415,2023-06-14T15:48:36.415(UTC-07:00),26528,44492
1686782916435,2023-06-14T15:48:36.435(UTC-07:00),26527,44500
1686782916455,2023-06-14T15:48:36.455(UTC-07:00),26526,44495
1686782916476,2023-06-14T15:48:36.476(UTC-07:00),26528,44506
1686782916496,2023-06-14T15:48:36.496(UTC-07:00),26528,44501
1686782916516,2023-06-14T15:48:36.516(UTC-07:00),26530,44514
1686782916536,2023-06-14T15:48:36.536(UTC-07:00),26530,44508
1686782916556,2023-06-14T15:48:36.556(UTC-07:00),26533,44524
1686782916576,2023-06-14T15:48:36.576(UTC-07:00),26531,44521
1686782916596,2023-06-14T15:48:36.596(UTC-07:00),26536,44538
1686782916617,2023-06-14T15:48:36.617(UTC-07:00),26535,44533
1686782916637,2023-06-14T15:48:36.637(UTC-07:00),26535,44540
1686782916657,2023-06-14T15:48:36.657(UTC-07:00),26535,44535
1686782916677,2023-06-14T15:48:36.677(UTC-07:00),26533,44514
1686782916697,2023-06-14T15:48:36.697(UTC-07:00),26529,44506
1686782916717,2023-06-14T15:48:36.717(UTC-07:00),26528,44487
1686782916738,2023-06-14T15:48:36.738(UTC-07:00),26525,44480
1686782916758,2023-06-14T15:48:36.758(UTC-07:00),26513,44463
1686782916778,2023-06-14T15:48:36.778(UTC-07:00),26515,44458
1686782916798,2023-06-14T15:48:36.798(UTC-07:00),26506,44457
1686782916818,2023-06-14T15:48:36.818(UTC-07:00),26504,44449
1686782916838,2023-06-14T15:48:36.838(UTC-07:00),26501,44465
1686782916859,2023-06-14T15:48:36.859(UTC-07:00),26501,44460
1686782916879,2023-06-14T15:48:36.879(UTC-07:00),26493,44471
1686782916899,2023-06-14T15:48:36.899(UTC-07:00),26497,44467
1686782916919,2023-06-14T15:48:36.919(UTC-07:00),26492,44483
1686782916939,2023-06-14T15:48:36.939(UTC-07:00),26489,44483
1686782916959,2023-06-14T15:48:36.959(UTC-07:00),26491,44490
1686782916979,2023-06-14T15:48:36.979(UTC-07:00),26487,44486
1686782917000,2023-06-14T15:48:37.000(UTC-07:00),26487,44491
1686782917020,2023-06-14T15:48:37.020(UTC-07:00),26487,44485
1686782917040,2023-06-14T15:48:37.040(UTC-07:00),26482,44494
1686782917060,2023-06-14T15:48:37.060(UTC-07:00),26484,44488
1686782917080,2023-06-14T15:48:37.080(UTC-07:00),26486,44503
1686782917100,2023-06-14T15:48:37.100(UTC-07:00),26486,44496
1686782917121,2023-06-14T15:48:37.121(UTC-07:00),26487,44512
1686782917141,2023-06-14T15:48:37.141(UTC-07:00),26486,44511
1686782917161,2023-06-14T15:48:37.161(UTC-07:00),26486,44519
1686782917181,2023-06-14T15:48:37.181(UTC-07:00),26483,44515
1686782917201,2023-06-14T15:48:37.201(UTC-07:00),26489,44532
1686782917221,2023-06-14T15:48:37.221(UTC-07:00),26489,44528
1686782917241,2023-06-14T15:48:37.241(UTC-07:00),26486,44527
1686782917262,2023-06-14T15:48:37.262(UTC-07:00),26482,44522
1686782917282,2023-06-14T15:48:37.282(UTC-07:00),26477,44487
1686782917302,2023-06-14T15:48:37.302(UTC-07:00),26474,44480
1686782917322,2023-06-14T15:48:37.322(UTC-07:00),26465,44439
1686782917342,2023-06-14T15:48:37.342(UTC-07:00),26460,44433
1686782917362,2023-06-14T15:48:37.362(UTC-07:00),26453,44408
1686782917383,2023-06-14T15:48:37.383(UTC-07:00),26452,44401
1686782917403,2023-06-14T15:48:37.403(UTC-07:00),26448,44392
1686782917423,2023-06-14T15:48:37.423(UTC-07:00),26445,44387
1686782917443,2023-06-14T15:48:37.443(UTC-07:00),26449,44396
1686782917463,2023-06-14T15:48:37.463(UTC-07:00),26445,44392
1686782917483,2023-06-14T15:48:37.483(UTC-07:00),26450,44407
1686782917504,2023-06-14T15:48:37.504(UTC-07:00),26452,44402
1686782917526,2023-06-14T15:48:37.526(UTC-07:00),26452,44412
1686782917548,2023-06-14T15:48:37.548(UTC-07:00),26458,44408
1686782917570,2023-06-14T15:48:37.570(UTC-07:00),26457,44421
1686782917592,2023-06-14T15:48:37.592(UTC-07:00),26453,44417
1686782917614,2023-06-14T15:48:37.614(UTC-07:00),26454,44422
1686782917636,2023-06-14T15:48:37.636(UTC-07:00),26455,44417
1686782917658,2023-06-14T15:48:37.658(UTC-07:00),26460,44425
1686782917680,2023-06-14T15:48:37.680(UTC-07:00),26458,44423
1686782917702,2023-06-14T15:48:37.702(UTC-07:00),26460,44433
1686782917724,2023-06-14T15:48:37.724(UTC-07:00),26460,44429
1686782917746,2023-06-14T15:48:37.746(UTC-07:00),26460,44439
1686782917768,2023-06-14T15:48:37.768(UTC-07:00),26460,44437
1686782917790,2023-06-14T15:48:37.790(UTC-07:00),26458,44443
1686782917812,2023-06-14T15:48:37.812(UTC-07:00),26458,44442
1686782917834,2023-06-14T15:48:37.834(UTC-07:00),26461,44455
1686782917856,2023-06-14T15:48:37.856(UTC-07:00),26458,44450
1686782917878,2023-06-14T15:48:37.878(UTC-07:00),26445,44443
1686782917900,2023-06-14T15:48:37.900(UTC-07:00),26445,44436
1686782917922,2023-06-14T15:48:37.922(UTC-07:00),26427,44395
1686782917944,2023-06-14T15:48:37.944(UTC-07:00),26424,44389
1686782917966,2023-06-14T15:48:37.966(UTC-07:00),26417,44349
1686782917988,2023-06-14T15:48:37.988(UTC-07:00),26411,44345
1686782918010,2023-06-14T15:48:38.010(UTC-07:00),26395,44309
1686782918032,2023-06-14T15:48:38.032(UTC-07:00),26392,44307
1686782918054,2023-06-14T15:48:38.054(UTC-07:00),26381,44285
1686782918076,2023-06-14T15:48:38.076(UTC-07:00),26380,44283
1686782918098,2023-06-14T15:48:38.098(UTC-07:00),26371,44276
1686782918120,2023-06-14T15:48:38.120(UTC-07:00),26371,44272
1686782918142,2023-06-14T15:48:38.142(UTC-07:00),26379,44296
1686782918164,2023-06-14T15:48:38.164(UTC-07:00),26379,44292
1686782918186,2023-06-14T15:48:38.186(UTC-07:00),26398,44340
1686782918209,2023-06-14T15:48:38.209(UTC-07:00),26397,44335
1686782918228,2023-06-14T15:48:38.228(UTC-07:00),26414,44378
1686782918247,2023-06-14T15:48:38.247(UTC-07:00),26418,44378
1686782918266,2023-06-14T15:48:38.266(UTC-07:00),26439,44423
1686782918285,2023-06-14T15:48:38.285(UTC-07:00),26439,44418
1686782918305,2023-06-14T15:48:38.305(UTC-07:00),26449,44448
1686782918324,2023-06-14T15:48:38.324(UTC-07:00),26448,44444
1686782918343,2023-06-14T15:48:38.343(UTC-07:00),26460,44467
1686782918362,2023-06-14T15:48:38.362(UTC-07:00),26460,44463
1686782918381,2023-06-14T15:48:38.381(UTC-07:00),26471,44491
1686782918401,2023-06-14T15:48:38.401(UTC-07:00),26469,44486
1686782918420,2023-06-14T15:48:38.420(UTC-07:00),26480,44513
1686782918439,2023-06-14T15:48:38.439(UTC-07:00),26481,44511
1686782918458,2023-06-14T15:48:38.458(UTC-07:00),26485,44538
1686782918478,2023-06-14T15:48:38.478(UTC-07:00),26482,44530
1686782918497,2023-06-14T15:48:38.497(UTC-07:00),26469,44539
1686782918516,2023-06-14T15:48:38.516(UTC-07:00),26469,44532
1686782918535,2023-06-14T15:48:38.535(UTC-07:00),26463,44521
1686782918554,2023-06-14T15:48:38.554(UTC-07:00),26462,44517
1686782918574,2023-06-14T15:48:38.574(UTC-07:00),26456,44502
1686782918593,2023-06-14T15:48:38.593(UTC-07:00),26453,44498
1686782918612,2023-06-14T15:48:38.612(UTC-07:00),26436,44476
1686782918631,2023-06-14T15:48:38.631(UTC-07:00),26437,44471
1686782918651,2023-06-14T15:48:38.651(UTC-07:00),26433,44468
1686782918670,2023-06-14T15:48:38.670(UTC-07:00),26432,44465
1686782918689,2023-06-14T15:48:38.689(UTC-07:00),26435,44483
1686782918708,2023-06-14T15:48:38.708(UTC-07:00),26433,44478
1686782918727,2023-06-14T15:48:38.727(UTC-07:00),26440,44501
1686782918747,2023-06-14T15:48:38.747(UTC-07:00),26439,44498
1686782918766,2023-06-14T15:48:38.766(UTC-07:00),26441,44519
1686782918785,2023-06-14T15:48:38.785(UTC-07:00),26441,44514
1686782918804,2023-06-14T15:48:38.804(UTC-07:00),26444,44533
1686782918824,2023-06-14T15:48:38.824(UTC-07:00),26445,44533
1686782918842,2023-06-14T15:48:38.842(UTC-07:00),26444,44539
1686782918861,2023-06-14T15:48:38.861(UTC-07:00),26450,44537
1686782918880,2023-06-14T15:48:38.880(UTC-07:00),26454,44564
1686782918899,2023-06-14T15:48:38.899(UTC-07:00),26455,44557
1686782918917,2023-06-14T15:48:38.917(UTC-07:00),26458,44574
1686782918936,2023-06-14T15:48:38.936(UTC-07:00),26458,44571
1686782918955,2023-06-14T15:48:38.955(UTC-07:00),26462,44590
1686782918974,2023-06-14T15:48:38.974(UTC-07:00),26460,44584
1686782918993,2023-06-14T15:48:38.993(UTC-07:00),26466,44601
1686782919011,2023-06-14T15:48:39.011(UTC-07:00),26464,44596
1686782919030,2023-06-14T15:48:39.030(UTC-07:00),26466,44613
1686782919049,2023-06-14T15:48:39.049(UTC-07:00),26466,44609
1686782919068,2023-06-14T15:48:39.068(UTC-07:00),26469,44625
1686782919086,2023-06-14T15:48:39.086(UTC-07:00),26470,44620
1686782919105,2023-06-14T15:48:39.105(UTC-07:00),26470,44628
1686782919124,2023-06-14T15:48:39.124(UTC-07:00),26470,44620
1686782919143,2023-06-14T15:48:39.143(UTC-07:00),26469,44609
1686782919162,2023-06-14T15:48:39.162(UTC-07:00),26466,44606
1686782919180,2023-06-14T15:48:39.180(UTC-07:00),26463,44592
1686782919199,2023-06-14T15:48:39.199(UTC-07:00),26461,44587
1686782919218,2023-06-14T15:48:39.218(UTC-07:00),26462,44586
1686782919237,2023-06-14T15:48:39.237(UTC-07:00),26460,44578
1686782919255,2023-06-14T15:48:39.255(UTC-07:00),26462,44589
1686782919274,2023-06-14T15:48:39.274(UTC-07:00),26461,44586
1686782919293,2023-06-14T15:48:39.293(UTC-07:00),26464,44603
1686782919312,2023-06-14T15:48:39.312(UTC-07:00),26464,44596
1686782919331,2023-06-14T15:48:39.331(UTC-07:00),26468,44616
1686782919349,2023-06-14T15:48:39.349(UTC-07:00),26466,44611
1686782919368,2023-06-14T15:48:39.368(UTC-07:00),26474,44628
1686782919387,2023-06-14T15:48:39.387(UTC-07:00),26471,44622
1686782919406,2023-06-14T15:48:39.406(UTC-07:00),26473,44633
1686782919425,2023-06-14T15:48:39.425(UTC-07:00),26475,44631
1686782919445,2023-06-14T15:48:39.445(UTC-07:00),26478,44640
1686782919465,2023-06-14T15:48:39.465(UTC-07:00),26480,44641
1686782919485,2023-06-14T15:48:39.485(UTC-07:00),26482,44651
1686782919505,2023-06-14T15:48:39.505(UTC-07:00),26480,44647
1686782919525,2023-06-14T15:48:39.525(UTC-07:00),26474,44648
1686782919545,2023-06-14T15:48:39.545(UTC-07:00),26473,44642
1686782919565,2023-06-14T15:48:39.565(UTC-07:00),26464,44636
1686782919586,2023-06-14T15:48:39.586(UTC-07:00),26464,44629
1686782919606,2023-06-14T15:48:39.606(UTC-07:00),26468,44635
1686782919626,2023-06-14T15:48:39.626(UTC-07:00),26465,44629
1686782919646,2023-06-14T15:48:39.646(UTC-07:00),26464,44638
1686782919666,2023-06-14T15:48:39.666(UTC-07:00),26464,44632
1686782919686,2023-06-14T15:48:39.686(UTC-07:00),26461,44628
1686782919706,2023-06-14T15:48:39.706(UTC-07:00),26459,44626
1686782919726,2023-06-14T15:48:39.726(UTC-07:00),26456,44593
1686782919747,2023-06-14T15:48:39.747(UTC-07:00),26455,44587
1686782919767,2023-06-14T15:48:39.767(UTC-07:00),26466,44552
1686782919787,2023-06-14T15:48:39.787(UTC-07:00),26465,44546
1686782919807,2023-06-14T15:48:39.807(UTC-07:00),26478,44540
1686782919827,2023-06-14T15:48:39.827(UTC-07:00),26475,44535
1686782919847,2023-06-14T15:48:39.847(UTC-07:00),26448,44509
1686782919867,2023-06-14T15:48:39.867(UTC-07:00),26449,44505
1686782919887,2023-06-14T15:48:39.887(UTC-07:00),26409,44452
1686782919908,2023-06-14T15:48:39.908(UTC-07:00),26405,44451
1686782919928,2023-06-14T15:48:39.928(UTC-07:00),26394,44431
1686782919948,2023-06-14T15:48:39.948(UTC-07:00),26394,44426
1686782919968,2023-06-14T15:48:39.968(UTC-07:00),26381,44431
1686782919988,2023-06-14T15:48:39.988(UTC-07:00),26381,44427
1686782920008,2023-06-14T15:48:40.008(UTC-07:00),26371,44427
1686782920028,2023-06-14T15:48:40.028(UTC-07:00),26369,44424
1686782920048,2023-06-14T15:48:40.048(UTC-07:00),26366,44424
1686782920069,2023-06-14T15:48:40.069(UTC-07:00),26365,44421
1686782920089,2023-06-14T15:48:40.089(UTC-07:00),26372,44419
1686782920109,2023-06-14T15:48:40.109(UTC-07:00),26375,44419
1686782920129,2023-06-14T15:48:40.129(UTC-07:00),26391,44443
1686782920149,2023-06-14T15:48:40.149(UTC-07:00),26389,44441
1686782920169,2023-06-14T15:48:40.169(UTC-07:00),26399,44458
1686782920189,2023-06-14T15:48:40.189(UTC-07:00),26397,44453
1686782920210,2023-06-14T15:48:40.210(UTC-07:00),26406,44471
1686782920230,2023-06-14T15:48:40.230(UTC-07:00),26405,44465
1686782920250,2023-06-14T15:48:40.250(UTC-07:00),26407,44464
1686782920270,2023-06-14T15:48:40.270(UTC-07:00),26404,44457
1686782920290,2023-06-14T15:48:40.290(UTC-07:00),26396,44421
1686782920310,2023-06-14T15:48:40.310(UTC-07:00),26393,44418
1686782920331,2023-06-14T15:48:40.331(UTC-07:00),26382,44370
1686782920351,2023-06-14T15:48:40.351(UTC-07:00),26382,44362
1686782920371,2023-06-14T15:48:40.371(UTC-07:00),26370,44325
