timestamp,localized,ax,ay,az,gx,gy,gz
1686782927146,2023-06-14T15:48:47.146(UTC-07:00),-6486,2596,-4648,536,-2591,-252
1686782927158,2023-06-14T15:48:47.158(UTC-07:00),-6542,2520,-4549,649,-2439,-209
1686782927170,2023-06-14T15:48:47.170(UTC-07:00),-6526,2485,-4507,615,-2302,-177
1686782927182,2023-06-14T15:48:47.182(UTC-07:00),-6515,2540,-4671,432,-2205,-155
1686782927194,2023-06-14T15:48:47.194(UTC-07:00),-6505,2553,-4693,165,-2133,-150
1686782927201,2023-06-14T15:48:47.201(UTC-07:00),-6502,2563,-4724,-238,-2125,-130
1686782927209,2023-06-14T15:48:47.209(UTC-07:00),-6587,2669,-4583,-638,-2134,-98
1686782927216,2023-06-14T15:48:47.216(UTC-07:00),-6755,2733,-4418,-857,-2088,-88
1686782927224,2023-06-14T15:48:47.224(UTC-07:00),-6830,2796,-4259,-854,-1983,-56
1686782927231,2023-06-14T15:48:47.231(UTC-07:00),-6857,2901,-4165,-795,-1855,-28
1686782927239,2023-06-14T15:48:47.239(UTC-07:00),-6853,2993,-4248,-705,-1732,-17
1686782927246,2023-06-14T15:48:47.246(UTC-07:00),-6789,3010,-4450,-573,-1597,-15
1686782927254,2023-06-14T15:48:47.254(UTC-07:00),-6692,3013,-4463,-430,-1507,-13
1686782927261,2023-06-14T15:48:47.261(UTC-07:00),-6666,3071,-4489,-324,-1439,-20
1686782927269,2023-06-14T15:48:47.269(UTC-07:00),-6755,3049,-4476,-296,-1390,-48
1686782927276,2023-06-14T15:48:47.276(UTC-07:00),-6752,3105,-4445,-285,-1318,-81
1686782927284,2023-06-14T15:48:47.284(UTC-07:00),-6753,3052,-4449,-201,-1247,-108
1686782927291,2023-06-14T15:48:47.291(UTC-07:00),-6743,3069,-4485,-126,-1178,-144
1686782927299,2023-06-14T15:48:47.299(UTC-07:00),-6747,2929,-4526,-127,-1139,-175
1686782927306,2023-06-14T15:48:47.306(UTC-07:00),-6743,2993,-4519,-209,-1133,-196
1686782927314,2023-06-14T15:48:47.314(UTC-07:00),-6866,2989,-4458,-308,-1121,-227
1686782927321,2023-06-14T15:48:47.321(UTC-07:00),-6894,3007,-4359,-310,-1083,-250
1686782927329,2023-06-14T15:48:47.329(UTC-07:00),-6944,2960,-4310,-235,-1028,-266
1686782927336,2023-06-14T15:48:47.336(UTC-07:00),-6916,2993,-4295,-131,-964,-273
1686782927344,2023-06-14T15:48:47.344(UTC-07:00),-6953,3003,-4194,-20,-906,-292
1686782927354,2023-06-14T15:48:47.354(UTC-07:00),-6984,2986,-4136,148,-809,-297
1686782927365,2023-06-14T15:48:47.365(UTC-07:00),-6987,2874,-4092,287,-706,-307
1686782927375,2023-06-14T15:48:47.375(UTC-07:00),-6931,2825,-4094,322,-616,-321
1686782927386,2023-06-14T15:48:47.386(UTC-07:00),-6895,2654,-4040,230,-549,-329
1686782927396,2023-06-14T15:48:47.396(UTC-07:00),-6846,2620,-4071,62,-495,-309
1686782927407,2023-06-14T15:48:47.407(UTC-07:00),-6898,2654,-3972,-137,-433,-305
1686782927417,2023-06-14T15:48:47.417(UTC-07:00),-6845,2680,-4074,-376,-368,-304
1686782927428,2023-06-14T15:48:47.428(UTC-07:00),-6891,2638,-4120,-550,-312,-298
1686782927438,2023-06-14T15:48:47.438(UTC-07:00),-6825,2679,-4064,-686,-238,-288
1686782927449,2023-06-14T15:48:47.449(UTC-07:00),-6845,2661,-4163,-821,-187,-286
1686782927459,2023-06-14T15:48:47.459(UTC-07:00),-6798,2695,-4163,-915,-142,-259
1686782927470,2023-06-14T15:48:47.470(UTC-07:00),-6778,2778,-4132,-922,-90,-223
1686782927480,2023-06-14T15:48:47.480(UTC-07:00),-6828,2781,-4158,-823,-20,-202
1686782927491,2023-06-14T15:48:47.491(UTC-07:00),-6852,2772,-4197,-659,59,-188
1686782927501,2023-06-14T15:48:47.501(UTC-07:00),-6871,2746,-4150,-474,151,-163
1686782927512,2023-06-14T15:48:47.512(UTC-07:00),-6879,2669,-4276,-306,231,-140
1686782927522,2023-06-14T15:48:47.522(UTC-07:00),-6861,2649,-4581,-202,280,-110
1686782927533,2023-06-14T15:48:47.533(UTC-07:00),-6769,2528,-4616,-182,279,-77
1686782927543,2023-06-14T15:48:47.543(UTC-07:00),-6861,2474,-4481,-248,259,-42
1686782927554,2023-06-14T15:48:47.554(UTC-07:00),-6949,2481,-4504,-305,244,8
1686782927563,2023-06-14T15:48:47.563(UTC-07:00),-6956,2388,-4455,-292,256,64
1686782927573,2023-06-14T15:48:47.573(UTC-07:00),-6898,2345,-4291,-247,276,149
1686782927583,2023-06-14T15:48:47.583(UTC-07:00),-6921,2382,-4281,-234,302,239
1686782927593,2023-06-14T15:48:47.593(UTC-07:00),-6899,2531,-4304,-320,322,310
1686782927602,2023-06-14T15:48:47.602(UTC-07:00),-6885,2716,-4377,-319,359,359
1686782927612,2023-06-14T15:48:47.612(UTC-07:00),-6861,2736,-4299,-242,404,399
1686782927622,2023-06-14T15:48:47.622(UTC-07:00),-6820,2826,-4421,-161,454,429
1686782927632,2023-06-14T15:48:47.632(UTC-07:00),-6775,2871,-4477,-140,490,430
1686782927641,2023-06-14T15:48:47.641(UTC-07:00),-6671,2944,-4491,-99,523,440
1686782927651,2023-06-14T15:48:47.651(UTC-07:00),-6653,2979,-4587,42,557,437
1686782927661,2023-06-14T15:48:47.661(UTC-07:00),-6697,2961,-4648,162,582,436
1686782927671,2023-06-14T15:48:47.671(UTC-07:00),-6730,2958,-4607,219,595,433
1686782927680,2023-06-14T15:48:47.680(UTC-07:00),-6733,2969,-4793,304,604,444
1686782927690,2023-06-14T15:48:47.690(UTC-07:00),-6722,3053,-4810,314,581,444
1686782927700,2023-06-14T15:48:47.700(UTC-07:00),-6681,3107,-4985,358,537,446
1686782927710,2023-06-14T15:48:47.710(UTC-07:00),-6758,3192,-5019,480,501,438
1686782927719,2023-06-14T15:48:47.719(UTC-07:00),-6740,3254,-5066,529,437,402
1686782927729,2023-06-14T15:48:47.729(UTC-07:00),-6778,3386,-5053,543,355,342
1686782927739,2023-06-14T15:48:47.739(UTC-07:00),-6802,3454,-5197,536,268,276
1686782927749,2023-06-14T15:48:47.749(UTC-07:00),-6843,3546,-5121,554,165,186
1686782927758,2023-06-14T15:48:47.758(UTC-07:00),-6895,3548,-5263,688,92,102
1686782927768,2023-06-14T15:48:47.768(UTC-07:00),-6872,3398,-5311,950,42,14
1686782927778,2023-06-14T15:48:47.778(UTC-07:00),-6749,3129,-5415,1127,-39,-61
1686782927788,2023-06-14T15:48:47.788(UTC-07:00),-6653,2995,-5466,1084,-166,-122
1686782927797,2023-06-14T15:48:47.797(UTC-07:00),-6633,2913,-5525,845,-329,-167
1686782927807,2023-06-14T15:48:47.807(UTC-07:00),-6639,2949,-5581,472,-512,-218
1686782927817,2023-06-14T15:48:47.817(UTC-07:00),-6740,3044,-5535,12,-717,-276
1686782927827,2023-06-14T15:48:47.827(UTC-07:00),-6789,3250,-5371,-368,-909,-339
1686782927836,2023-06-14T15:48:47.836(UTC-07:00),-6814,3288,-5213,-504,-1045,-405
1686782927846,2023-06-14T15:48:47.846(UTC-07:00),-6832,3273,-5262,-516,-1136,-479
1686782927856,2023-06-14T15:48:47.856(UTC-07:00),-6827,3183,-5238,-547,-1247,-548
1686782927866,2023-06-14T15:48:47.866(UTC-07:00),-6763,3186,-5115,-680,-1387,-599
1686782927875,2023-06-14T15:48:47.875(UTC-07:00),-6859,3343,-4965,-855,-1512,-678
1686782927885,2023-06-14T15:48:47.885(UTC-07:00),-6922,3433,-4704,-1010,-1609,-783
1686782927895,2023-06-14T15:48:47.895(UTC-07:00),-6976,3538,-4625,-1051,-1660,-868
1686782927905,2023-06-14T15:48:47.905(UTC-07:00),-7053,3491,-4614,-921,-1656,-964
1686782927914,2023-06-14T15:48:47.914(UTC-07:00),-7062,3392,-4528,-759,-1659,-1020
1686782927924,2023-06-14T15:48:47.924(UTC-07:00),-7035,3324,-4526,-554,-1663,-1047
1686782927934,2023-06-14T15:48:47.934(UTC-07:00),-6950,3297,-4542,-342,-1670,-1070
1686782927944,2023-06-14T15:48:47.944(UTC-07:00),-6940,3162,-4372,-104,-1677,-1082
1686782927954,2023-06-14T15:48:47.954(UTC-07:00),-6964,3176,-4200,85,-1656,-1092
1686782927965,2023-06-14T15:48:47.965(UTC-07:00),-7037,3125,-4137,140,-1634,-1134
1686782927975,2023-06-14T15:48:47.975(UTC-07:00),-7074,3021,-4170,198,-1596,-1159
1686782927986,2023-06-14T15:48:47.986(UTC-07:00),-7017,2799,-4221,373,-1542,-1157
1686782927996,2023-06-14T15:48:47.996(UTC-07:00),-7006,2581,-4146,449,-1509,-1152
1686782928007,2023-06-14T15:48:48.007(UTC-07:00),-7071,2462,-4161,386,-1502,-1096
1686782928017,2023-06-14T15:48:48.017(UTC-07:00),-7076,2427,-4297,116,-1544,-1032
1686782928028,2023-06-14T15:48:48.028(UTC-07:00),-7065,2434,-4254,-291,-1666,-962
1686782928038,2023-06-14T15:48:48.038(UTC-07:00),-7132,2661,-4215,-644,-1775,-896
1686782928049,2023-06-14T15:48:48.049(UTC-07:00),-7077,3053,-4218,-1001,-1900,-897
1686782928059,2023-06-14T15:48:48.059(UTC-07:00),-7213,3399,-4188,-1203,-2001,-973
1686782928070,2023-06-14T15:48:48.070(UTC-07:00),-7319,3668,-4191,-1067,-2037,-1060
1686782928080,2023-06-14T15:48:48.080(UTC-07:00),-7410,3807,-4281,-851,-2069,-1194
1686782928091,2023-06-14T15:48:48.091(UTC-07:00),-7448,3986,-4318,-696,-2159,-1362
1686782928101,2023-06-14T15:48:48.101(UTC-07:00),-7522,3938,-4290,-433,-2254,-1514
1686782928112,2023-06-14T15:48:48.112(UTC-07:00),-7461,3695,-4417,-73,-2346,-1674
1686782928122,2023-06-14T15:48:48.122(UTC-07:00),-7389,3410,-4424,184,-2462,-1800
1686782928133,2023-06-14T15:48:48.133(UTC-07:00),-7338,3268,-4392,268,-2612,-1885
1686782928143,2023-06-14T15:48:48.143(UTC-07:00),-7296,3168,-4311,51,-2797,-2022
1686782928154,2023-06-14T15:48:48.154(UTC-07:00),-7353,3300,-4177,-405,-3008,-2193
1686782928163,2023-06-14T15:48:48.163(UTC-07:00),-7310,3490,-4222,-786,-3158,-2398
1686782928173,2023-06-14T15:48:48.173(UTC-07:00),-7225,3565,-4318,-1134,-3292,-2710
1686782928183,2023-06-14T15:48:48.183(UTC-07:00),-7195,3574,-4215,-1530,-3468,-3055
1686782928193,2023-06-14T15:48:48.193(UTC-07:00),-7286,3739,-4162,-1988,-3669,-3394
1686782928202,2023-06-14T15:48:48.202(UTC-07:00),-7223,3804,-4273,-2220,-3802,-3782
1686782928212,2023-06-14T15:48:48.212(UTC-07:00),-7045,3607,-4083,-2130,-3895,-4188
1686782928222,2023-06-14T15:48:48.222(UTC-07:00),-7016,3481,-3917,-1988,-3972,-4579
1686782928232,2023-06-14T15:48:48.232(UTC-07:00),-7043,3190,-3868,-1965,-4046,-5001
1686782928241,2023-06-14T15:48:48.241(UTC-07:00),-6987,2939,-3632,-1988,-4124,-5388
1686782928251,2023-06-14T15:48:48.251(UTC-07:00),-6925,2634,-3805,-1979,-4201,-5715
1686782928261,2023-06-14T15:48:48.261(UTC-07:00),-6776,2231,-3781,-2007,-4313,-6015
1686782928271,2023-06-14T15:48:48.271(UTC-07:00),-6737,2063,-3864,-2087,-4475,-6262
1686782928280,2023-06-14T15:48:48.280(UTC-07:00),-6668,1919,-3873,-2255,-4663,-6498
1686782928290,2023-06-14T15:48:48.290(UTC-07:00),-6694,1803,-3594,-2445,-4887,-6744
1686782928300,2023-06-14T15:48:48.300(UTC-07:00),-6765,1579,-3334,-2563,-5104,-6970
1686782928310,2023-06-14T15:48:48.310(UTC-07:00),-6748,1159,-3428,-2439,-5241,-7109
1686782928319,2023-06-14T15:48:48.319(UTC-07:00),-6624,704,-3410,-2205,-5396,-7164
1686782928329,2023-06-14T15:48:48.329(UTC-07:00),-6498,295,-3358,-2036,-5599,-7166
1686782928339,2023-06-14T15:48:48.339(UTC-07:00),-6461,-133,-3384,-1845,-5829,-7127
1686782928349,2023-06-14T15:48:48.349(UTC-07:00),-6455,-515,-3328,-1711,-6108,-7025
1686782928358,2023-06-14T15:48:48.358(UTC-07:00),-6441,-825,-3584,-1571,-6406,-6871
1686782928368,2023-06-14T15:48:48.368(UTC-07:00),-6478,-1083,-3137,-1613,-6807,-6715
1686782928378,2023-06-14T15:48:48.378(UTC-07:00),-6611,-1128,-2669,-1692,-7223,-6571
1686782928388,2023-06-14T15:48:48.388(UTC-07:00),-6764,-1122,-2241,-1582,-7508,-6445
1686782928397,2023-06-14T15:48:48.397(UTC-07:00),-6736,-1173,-2149,-1448,-7757,-6383
1686782928407,2023-06-14T15:48:48.407(UTC-07:00),-6556,-1402,-2050,-1287,-7996,-6290
1686782928417,2023-06-14T15:48:48.417(UTC-07:00),-6489,-1764,-1998,-1140,-8281,-6164
1686782928427,2023-06-14T15:48:48.427(UTC-07:00),-6457,-2230,-2109,-1016,-8607,-5991
1686782928436,2023-06-14T15:48:48.436(UTC-07:00),-6219,-2788,-2092,-897,-8999,-5719
1686782928446,2023-06-14T15:48:48.446(UTC-07:00),-5939,-3279,-2150,-842,-9421,-5380
1686782928456,2023-06-14T15:48:48.456(UTC-07:00),-5750,-3767,-1958,-966,-9924,-5030
1686782928466,2023-06-14T15:48:48.466(UTC-07:00),-5639,-4158,-1660,-964,-10366,-4660
1686782928475,2023-06-14T15:48:48.475(UTC-07:00),-5503,-4585,-1228,-931,-10798,-4280
1686782928485,2023-06-14T15:48:48.485(UTC-07:00),-5578,-4757,-105,-1198,-11247,-3993
1686782928495,2023-06-14T15:48:48.495(UTC-07:00),-5876,-4627,1382,-1534,-11546,-3713
1686782928505,2023-06-14T15:48:48.505(UTC-07:00),-6078,-4095,3002,-1749,-11557,-3487
1686782928514,2023-06-14T15:48:48.514(UTC-07:00),-6131,-3808,4069,-1541,-11272,-3423
1686782928524,2023-06-14T15:48:48.524(UTC-07:00),-5976,-3714,5315,-1089,-10837,-3288
1686782928534,2023-06-14T15:48:48.534(UTC-07:00),-6017,-3752,6226,-549,-10334,-3091
1686782928544,2023-06-14T15:48:48.544(UTC-07:00),-6134,-4119,7150,-241,-9728,-2834
1686782928554,2023-06-14T15:48:48.554(UTC-07:00),-5996,-4321,7582,-388,-8955,-2595
1686782928565,2023-06-14T15:48:48.565(UTC-07:00),-5680,-4106,7972,-944,-7923,-2700
1686782928575,2023-06-14T15:48:48.575(UTC-07:00),-5777,-5145,7848,-1990,-7154,-2330
1686782928586,2023-06-14T15:48:48.586(UTC-07:00),-5865,-4108,7843,-3368,-6090,-1509
1686782928596,2023-06-14T15:48:48.596(UTC-07:00),-5509,-2900,7647,-4014,-4696,-776
1686782928607,2023-06-14T15:48:48.607(UTC-07:00),-5642,-2005,6967,-3645,-3184,-313
1686782928617,2023-06-14T15:48:48.617(UTC-07:00),-5634,-1325,6025,-2619,-1621,32
1686782928628,2023-06-14T15:48:48.628(UTC-07:00),-5573,-1203,5159,-795,-227,264
1686782928638,2023-06-14T15:48:48.638(UTC-07:00),-5053,-1586,3485,539,956,403
1686782928649,2023-06-14T15:48:48.649(UTC-07:00),-5120,-2674,2049,930,1324,543
1686782928659,2023-06-14T15:48:48.659(UTC-07:00),-4797,-3196,1761,445,1133,1027
1686782928670,2023-06-14T15:48:48.670(UTC-07:00),-5141,-3374,1798,-602,687,879
1686782928680,2023-06-14T15:48:48.680(UTC-07:00),-5786,-2785,2191,-1560,100,780
1686782928691,2023-06-14T15:48:48.691(UTC-07:00),-6297,-2078,2689,-1776,-163,697
1686782928701,2023-06-14T15:48:48.701(UTC-07:00),-6698,-1812,2915,-1129,-132,584
1686782928712,2023-06-14T15:48:48.712(UTC-07:00),-6386,-2035,2711,-8,106,557
1686782928722,2023-06-14T15:48:48.722(UTC-07:00),-5996,-2889,2514,997,267,298
1686782928733,2023-06-14T15:48:48.733(UTC-07:00),-5924,-3541,2424,1344,245,88
1686782928743,2023-06-14T15:48:48.743(UTC-07:00),-6007,-3639,2159,1122,137,-42
1686782928754,2023-06-14T15:48:48.754(UTC-07:00),-6126,-3141,2063,217,-112,-215
1686782928763,2023-06-14T15:48:48.763(UTC-07:00),-6333,-2438,2303,-495,-315,-289
1686782928773,2023-06-14T15:48:48.773(UTC-07:00),-6485,-1616,2460,-382,-334,-340
1686782928783,2023-06-14T15:48:48.783(UTC-07:00),-6465,-1399,2551,130,-275,-433
1686782928793,2023-06-14T15:48:48.793(UTC-07:00),-6425,-1787,2626,1113,-127,-409
1686782928802,2023-06-14T15:48:48.802(UTC-07:00),-6302,-2376,2811,2041,7,-286
1686782928812,2023-06-14T15:48:48.812(UTC-07:00),-6208,-2890,2920,2676,148,-140
1686782928822,2023-06-14T15:48:48.822(UTC-07:00),-6180,-3037,2841,2646,196,-4
1686782928832,2023-06-14T15:48:48.832(UTC-07:00),-6230,-2939,2852,1872,119,82
1686782928841,2023-06-14T15:48:48.841(UTC-07:00),-6260,-2766,2658,1006,-2,177
1686782928851,2023-06-14T15:48:48.851(UTC-07:00),-6232,-2614,2657,304,-133,246
1686782928861,2023-06-14T15:48:48.861(UTC-07:00),-6280,-2645,2756,120,-188,308
1686782928871,2023-06-14T15:48:48.871(UTC-07:00),-6222,-2763,2916,388,-125,329
1686782928880,2023-06-14T15:48:48.880(UTC-07:00),-6211,-2937,3055,817,12,309
1686782928890,2023-06-14T15:48:48.890(UTC-07:00),-6144,-2771,3043,1253,196,297
1686782928900,2023-06-14T15:48:48.900(UTC-07:00),-6180,-2641,3025,1395,326,261
1686782928910,2023-06-14T15:48:48.910(UTC-07:00),-6166,-2510,2959,1261,424,263
1686782928919,2023-06-14T15:48:48.919(UTC-07:00),-6139,-2605,2858,1142,511,305
1686782928929,2023-06-14T15:48:48.929(UTC-07:00),-6094,-2725,2835,1066,572,319
1686782928939,2023-06-14T15:48:48.939(UTC-07:00),-6182,-2934,2840,1056,618,400
1686782928949,2023-06-14T15:48:48.949(UTC-07:00),-6164,-3011,3023,1277,724,564
1686782928959,2023-06-14T15:48:48.959(UTC-07:00),-6154,-3013,2885,1523,911,633
1686782928970,2023-06-14T15:48:48.970(UTC-07:00),-6129,-2658,2915,1137,956,622
1686782928980,2023-06-14T15:48:48.980(UTC-07:00),-6219,-2174,2916,710,980,636
1686782928991,2023-06-14T15:48:48.991(UTC-07:00),-6294,-1933,2655,344,961,607
1686782929001,2023-06-14T15:48:49.001(UTC-07:00),-6353,-1907,2545,-168,916,480
1686782929012,2023-06-14T15:48:49.012(UTC-07:00),-6494,-1932,2394,-544,792,451
1686782929022,2023-06-14T15:48:49.022(UTC-07:00),-6462,-1996,2297,-872,662,462
1686782929033,2023-06-14T15:48:49.033(UTC-07:00),-6580,-2071,2347,-1281,499,466
1686782929043,2023-06-14T15:48:49.043(UTC-07:00),-6624,-1980,2386,-1505,361,482
1686782929054,2023-06-14T15:48:49.054(UTC-07:00),-6720,-1801,2415,-1542,268,483
1686782929064,2023-06-14T15:48:49.064(UTC-07:00),-6687,-1617,2420,-1373,210,462
1686782929075,2023-06-14T15:48:49.075(UTC-07:00),-6775,-1525,2372,-1074,191,432
1686782929085,2023-06-14T15:48:49.085(UTC-07:00),-6802,-1502,2263,-793,157,381
1686782929096,2023-06-14T15:48:49.096(UTC-07:00),-6779,-1578,2233,-574,123,322
1686782929106,2023-06-14T15:48:49.106(UTC-07:00),-6720,-1618,2120,-383,78,265
1686782929117,2023-06-14T15:48:49.117(UTC-07:00),-6743,-1756,2038,-291,32,195
1686782929127,2023-06-14T15:48:49.127(UTC-07:00),-6639,-1756,2068,-364,-45,129
1686782929138,2023-06-14T15:48:49.138(UTC-07:00),-6556,-1840,2101,-429,-133,72
1686782929148,2023-06-14T15:48:49.148(UTC-07:00),-6546,-1833,2152,-384,-192,23
1686782929159,2023-06-14T15:48:49.159(UTC-07:00),-6531,-1846,2327,-264,-233,-22
1686782929168,2023-06-14T15:48:49.168(UTC-07:00),-6542,-1878,2238,-93,-240,-74
1686782929178,2023-06-14T15:48:49.178(UTC-07:00),-6485,-2017,2367,107,-229,-108
1686782929188,2023-06-14T15:48:49.188(UTC-07:00),-6448,-2151,2358,285,-204,-126
1686782929198,2023-06-14T15:48:49.198(UTC-07:00),-6442,-2219,2465,381,-186,-141
1686782929207,2023-06-14T15:48:49.207(UTC-07:00),-6494,-2333,2461,401,-171,-148
1686782929217,2023-06-14T15:48:49.217(UTC-07:00),-6463,-2417,2359,427,-150,-126
1686782929227,2023-06-14T15:48:49.227(UTC-07:00),-6427,-2486,2516,475,-118,-87
1686782929237,2023-06-14T15:48:49.237(UTC-07:00),-6391,-2530,2488,582,-80,-21
1686782929246,2023-06-14T15:48:49.246(UTC-07:00),-6379,-2560,2523,691,-34,41
1686782929256,2023-06-14T15:48:49.256(UTC-07:00),-6351,-2560,2609,790,15,102
1686782929266,2023-06-14T15:48:49.266(UTC-07:00),-6386,-2556,2720,842,47,151
1686782929276,2023-06-14T15:48:49.276(UTC-07:00),-6356,-2553,2703,852,94,201
1686782929285,2023-06-14T15:48:49.285(UTC-07:00),-6388,-2606,2797,884,156,257
1686782929295,2023-06-14T15:48:49.295(UTC-07:00),-6421,-2629,2730,876,228,310
1686782929305,2023-06-14T15:48:49.305(UTC-07:00),-6425,-2654,2791,885,313,378
1686782929315,2023-06-14T15:48:49.315(UTC-07:00),-6356,-2731,2902,987,422,469
1686782929324,2023-06-14T15:48:49.324(UTC-07:00),-6407,-2745,2808,1257,593,578
1686782929334,2023-06-14T15:48:49.334(UTC-07:00),-6343,-2694,2893,1460,755,661
1686782929344,2023-06-14T15:48:49.344(UTC-07:00),-6352,-2543,2943,1676,949,746
1686782929354,2023-06-14T15:48:49.354(UTC-07:00),-6446,-2439,3045,1825,1133,802
1686782929363,2023-06-14T15:48:49.363(UTC-07:00),-6419,-2433,3077,1971,1336,841
1686782929373,2023-06-14T15:48:49.373(UTC-07:00),-6402,-2548,2864,2255,1608,936
1686782929383,2023-06-14T15:48:49.383(UTC-07:00),-6261,-2745,2749,2586,1870,1097
1686782929393,2023-06-14T15:48:49.393(UTC-07:00),-6278,-2827,2636,2964,2131,1304
1686782929402,2023-06-14T15:48:49.402(UTC-07:00),-6282,-2615,2428,3287,2381,1518
1686782929412,2023-06-14T15:48:49.412(UTC-07:00),-6241,-2173,2271,3077,2488,1631
1686782929422,2023-06-14T15:48:49.422(UTC-07:00),-6312,-1655,2177,2473,2462,1655
1686782929432,2023-06-14T15:48:49.432(UTC-07:00),-6508,-1401,2114,1855,2385,1612
1686782929441,2023-06-14T15:48:49.441(UTC-07:00),-6672,-1421,2027,1363,2301,1585
1686782929451,2023-06-14T15:48:49.451(UTC-07:00),-6777,-1535,1945,1084,2215,1599
1686782929461,2023-06-14T15:48:49.461(UTC-07:00),-6934,-1624,2102,738,2115,1600
1686782929471,2023-06-14T15:48:49.471(UTC-07:00),-7019,-1689,2142,198,1985,1596
1686782929480,2023-06-14T15:48:49.480(UTC-07:00),-7199,-1610,2370,-331,1892,1589
1686782929490,2023-06-14T15:48:49.490(UTC-07:00),-7281,-1392,2295,-755,1850,1562
1686782929500,2023-06-14T15:48:49.500(UTC-07:00),-7253,-1278,2008,-1284,1829,1467
1686782929510,2023-06-14T15:48:49.510(UTC-07:00),-7130,-1140,1712,-1969,1729,1408
1686782929519,2023-06-14T15:48:49.519(UTC-07:00),-7170,-966,1542,-2508,1578,1385
1686782929529,2023-06-14T15:48:49.529(UTC-07:00),-7352,-822,1443,-2740,1432,1366
1686782929539,2023-06-14T15:48:49.539(UTC-07:00),-7380,-687,1368,-2847,1326,1288
1686782929549,2023-06-14T15:48:49.549(UTC-07:00),-7386,-595,1380,-2851,1267,1218
1686782929560,2023-06-14T15:48:49.560(UTC-07:00),-7383,-518,1403,-2641,1227,1163
1686782929571,2023-06-14T15:48:49.571(UTC-07:00),-7470,-445,1475,-2199,1237,1101
1686782929582,2023-06-14T15:48:49.582(UTC-07:00),-7532,-392,1580,-1753,1252,995
1686782929594,2023-06-14T15:48:49.594(UTC-07:00),-7501,-356,1570,-1303,1315,901
1686782929605,2023-06-14T15:48:49.605(UTC-07:00),-7444,-497,1264,-704,1429,838
1686782929616,2023-06-14T15:48:49.616(UTC-07:00),-7225,-762,1096,-82,1542,800
1686782929627,2023-06-14T15:48:49.627(UTC-07:00),-7057,-954,886,447,1602,801
1686782929639,2023-06-14T15:48:49.639(UTC-07:00),-7071,-1006,828,917,1607,809
1686782929650,2023-06-14T15:48:49.650(UTC-07:00),-7126,-978,858,1260,1584,768
1686782929661,2023-06-14T15:48:49.661(UTC-07:00),-7230,-791,1003,1482,1571,708
1686782929672,2023-06-14T15:48:49.672(UTC-07:00),-7250,-750,1111,1824,1589,624
1686782929684,2023-06-14T15:48:49.684(UTC-07:00),-7289,-810,1289,2121,1630,513
1686782929695,2023-06-14T15:48:49.695(UTC-07:00),-7403,-1062,1378,2372,1702,431
1686782929706,2023-06-14T15:48:49.706(UTC-07:00),-7372,-1257,1482,2555,1783,399
1686782929717,2023-06-14T15:48:49.717(UTC-07:00),-7339,-1478,1468,2689,1888,405
1686782929729,2023-06-14T15:48:49.729(UTC-07:00),-7263,-1685,1232,2675,1990,426
1686782929740,2023-06-14T15:48:49.740(UTC-07:00),-7045,-1745,1137,2345,2019,459
1686782929751,2023-06-14T15:48:49.751(UTC-07:00),-7053,-1628,981,1803,1947,469
1686782929762,2023-06-14T15:48:49.762(UTC-07:00),-7166,-1505,903,1186,1843,443
1686782929774,2023-06-14T15:48:49.774(UTC-07:00),-7173,-1426,871,706,1773,461
1686782929782,2023-06-14T15:48:49.782(UTC-07:00),-7248,-1337,825,326,1708,503
1686782929792,2023-06-14T15:48:49.792(UTC-07:00),-7342,-1349,902,-25,1645,528
1686782929801,2023-06-14T15:48:49.801(UTC-07:00),-7425,-1338,854,-321,1606,573
1686782929810,2023-06-14T15:48:49.810(UTC-07:00),-7479,-1423,923,-493,1593,660
1686782929819,2023-06-14T15:48:49.819(UTC-07:00),-7488,-1465,866,-545,1605,749
1686782929828,2023-06-14T15:48:49.828(UTC-07:00),-7502,-1521,828,-528,1639,863
1686782929837,2023-06-14T15:48:49.837(UTC-07:00),-7520,-1488,866,-407,1701,988
1686782929846,2023-06-14T15:48:49.846(UTC-07:00),-7535,-1461,830,-170,1781,1121
1686782929855,2023-06-14T15:48:49.855(UTC-07:00),-7543,-1414,961,138,1888,1259
1686782929864,2023-06-14T15:48:49.864(UTC-07:00),-7539,-1332,1010,572,2045,1392
1686782929873,2023-06-14T15:48:49.873(UTC-07:00),-7535,-1212,1060,790,2171,1470
1686782929882,2023-06-14T15:48:49.882(UTC-07:00),-7517,-1097,958,756,2284,1506
1686782929891,2023-06-14T15:48:49.891(UTC-07:00),-7488,-1146,964,737,2399,1566
1686782929900,2023-06-14T15:48:49.900(UTC-07:00),-7416,-1352,806,641,2541,1646
1686782929909,2023-06-14T15:48:49.909(UTC-07:00),-7380,-1508,680,484,2663,1762
1686782929918,2023-06-14T15:48:49.918(UTC-07:00),-7302,-1605,630,345,2799,1918
1686782929927,2023-06-14T15:48:49.927(UTC-07:00),-7349,-1498,703,368,2949,2123
1686782929936,2023-06-14T15:48:49.936(UTC-07:00),-7376,-1307,757,445,3082,2299
1686782929945,2023-06-14T15:48:49.945(UTC-07:00),-7486,-929,865,328,3219,2405
1686782929954,2023-06-14T15:48:49.954(UTC-07:00),-7502,-707,803,261,3360,2476
1686782929963,2023-06-14T15:48:49.963(UTC-07:00),-7541,-637,632,40,3482,2510
